セリフ,ChracterName,BlockName,FileName
"そういえば、まだ名乗ってなかったね。
僕はクラフ。改めてよろしくね。",Executor,Chapter3BossAppear,Executor_normal_normal
……クラフ。,Heroin,Chapter3BossAppear,Heroin_flexible_serious
"そんなに睨まなくてもいいのに。
まあ、せっかくだから、君たちに
何を摂取させてたのかくらいは教えておこうかな。",Executor,Chapter3BossAppear,Executor_normal_normal
食べてたもの……？,Heroin,Chapter3BossAppear,Heroin_flexible_troubled
"あの個体が作ってた、植物の成長を促進する薬。
あれを少し組み替えて、
生体に作用するようにしたんだ。",Executor,Chapter3BossAppear,Executor_normal_normal
メルサさんの薬を……？,Heroin,Chapter3BossAppear,Heroin_flexible_surprised
"うん。地上の個体群にも、
君たちに与えた試料にも混ぜておいたよ。",Executor,Chapter3BossAppear,Executor_normal_normal
じゃあ、村のみんながおかしくなったのも……。,Heroin,Chapter3BossAppear,Heroin_flexible_troubled
"その結果だね。
僕はこの分野には疎いから、
あの個体に作らせたのは正解だったよ。",Executor,Chapter3BossAppear,Executor_normal_normal
"村のみんなを巻き込んで、
メルサさんまでこんな姿にして
……何がしたいの？",Heroin,Chapter3BossAppear,Heroin_flexible_angry
魔力を蓄えておきたかったんだ。,Executor,Chapter3BossAppear,Executor_normal_normal
魔力を……？,Heroin,Chapter3BossAppear,Heroin_flexible_troubled
"人間の中で、大量の魔力を保持できるのは
特定の性別個体だけだからね。
転移みたいな術式を使えるのも、その性質のおかげ。",Executor,Chapter3BossAppear,Executor_normal_normal
だからって、人を利用していい理由にはならないよ！,Heroin,Chapter3BossAppear,Heroin_flexible_angry
んー……そういう話をしてるわけじゃないんだけどな。,Executor,Chapter3BossAppear,Executor_normal_normal
"必要なときに魔力を蓄えて、必要になったら取り出す。
機能だけ見れば、優秀な容器でしょ。",Executor,Chapter3BossAppear,Executor_normal_normal
容器って……！　人をそんなふうに扱わないで！,Heroin,Chapter3BossAppear,Heroin_flexible_angry
"まあ、君がどう思うかは別にいいよ。
それで、もっと蓄えたいなら、容量も増やせばいい。",Executor,Chapter3BossAppear,Executor_normal_normal
だから……体まで大きくしたの？,Heroin,Chapter3BossAppear,Heroin_flexible_troubled
"うん。今のところ、それが一番安定してる。
君も似たような仕組みを見たことがあるんじゃない？",Executor,Chapter3BossAppear,Executor_normal_normal
似たような……まさか、砂漠の巫女たち……？,Heroin,Chapter3BossAppear,Heroin_flexible_surprised
"ああ……蒼儡機を倒してたんだ。
ちゃんと稼働してたはずなのに……
へえ。君、思ってたよりずっと強いんだね。",Executor,Chapter3BossAppear,Executor_normal_normal
だったら、ちょうどいいや。,Executor,Chapter3BossAppear,Executor_normal_normal
えっ？,Heroin,Chapter3BossAppear,Heroin_flexible_troubled
"先にこっちの実用試験を済ませよう。
君を使えば、戦闘時のデータも取れそうだし。",Executor,Chapter3BossAppear,Executor_normal_normal
実用試験……？,Heroin,Chapter3BossAppear,Heroin_flexible_troubled
"村の周辺であれだけ破壊が起きてたのに、
誰もこいつの姿を見てない。",Executor,Chapter3BossAppear,Executor_normal_normal
まさか……あれをやったのも……。,Heroin,Chapter3BossAppear,Heroin_flexible_surprised
"うん。こいつ、速い代わりに長く動かせないんだ。
だから今までは、必要なときだけ起動してた。",Executor,Chapter3BossAppear,Executor_normal_normal
じゃあ、橋を壊したのも……。,Heroin,Chapter3BossAppear,Heroin_flexible_surprised
そういうこと。でも、今回は条件が違うよ。,Executor,Chapter3BossAppear,Executor_normal_normal
なにせ――供給個体がいるからね。,Executor,Chapter3BossAppear,Executor_normal_normal
んぐっ……！　んんっ……！,Apothecary,Chapter3BossAppear,Apothecary_immobile_normal
"メルサさん……！
やめて！　
メルサさんをそんなことに使わないで！",Heroin,Chapter3BossAppear,Heroin_flexible_angry
"もう接続は済んでるよ。
今度は、以前よりずっと長く動かせるはずだ。",Executor,Chapter3BossAppear,Executor_normal_normal
それじゃあ――。,Executor,Chapter3BossAppear,Executor_normal_normal
実用試験を始めようか。,Executor,Chapter3BossAppear,Executor_normal_triumphant
……っ！,Heroin,Chapter3BossAppear,Heroin_flexible_surprised
"せっかくここまで準備したんだし……
あんまり早く倒れないでね。",Executor,Chapter3BossAppear,Executor_normal_normal
警告。前方から攻撃が来ます！,Fabo,Chapter3BossAppear,
えっ――！,Heroin,Chapter3BossAppear,Heroin_flexible_surprised
うおりゃあああっ！,???,Chapter3BossAppear,
ガドさん！？,Heroin,Chapter3BossAppear,Heroin_flexible_surprised
よっと……。悪ぃな、ノエリ。ちょっと遅くなった。,Hero,Chapter3BossAppear,Hero_normal_normal
……へえ。本当に生きてたんだね。,Executor,Chapter3BossAppear,Executor_normal_normal
"勝手に殺すな。
穴掘って、出口を探すのに手間取っただけだ。",Hero,Chapter3BossAppear,Hero_normal_normal
"ふーん。あれでも動けるんだ。
思ってたより丈夫だね。",Executor,Chapter3BossAppear,Executor_normal_normal
そりゃどうも。お褒めにあずかり光栄だな。,Hero,Chapter3BossAppear,Hero_normal_normal
"……って、おい。あそこにいるの……
まさか、メルサか？",Hero,Chapter3BossAppear,Hero_normal_normal
んんっ……！　んぐっ……！,Apothecary,Chapter3BossAppear,Apothecary_immobile_normal
……お前、何しやがった。,Hero,Chapter3BossAppear,Hero_normal_normal
"クラフが、メルサさんを実験に使ってるんです。
村の周りを荒らしてたのも、橋を壊したのも……
目の前のあれがやったことで。",Heroin,Chapter3BossAppear,Heroin_flexible_serious
……なるほどな。だったら、やることは決まった。,Hero,Chapter3BossAppear,Hero_normal_thinking
"こいつをぶっ倒して、メルサを助けて、村を戻す。
それで終わりだ。",Hero,Chapter3BossAppear,Hero_normal_normal
"いいね。予定外の個体まで増えたし、
さっきより面白いデータが取れそうだ。",Executor,Chapter3BossAppear,Executor_normal_normal
こっちはお前のお遊びに付き合う気はねぇぞ。,Hero,Chapter3BossAppear,Hero_normal_normal
"んー……呼び方は何でもいいよ。
必要な結果が取れれば、それでいいから。",Executor,Chapter3BossAppear,Executor_normal_normal
"……ただ、ここだと少しデータが取りにくいな。
空間を変えようか。",Executor,Chapter3BossAppear,Executor_normal_normal
ここは……？,Heroin,Chapter3BossAppear,Heroin_flexible_troubled
"こっちの方が見やすいでしょ。
それで……この状況をどうにか出来ると思ってるの？",Executor,Chapter3BossAppear,Executor_normal_normal
"そんなの知らねぇよ。
引き受けた仕事は、最後までやり遂げる――
それが俺の仕事だ。",Hero,Chapter3BossAppear,Hero_normal_normal
……そっか。まあ、面白いデータを期待しているよ。,Executor,Chapter3BossAppear,Executor_normal_normal
待って！,Heroin,Chapter3BossAppear,Heroin_flexible_anxious
"あいつは後だ、ノエリ。
まずは目の前のこいつを止めるぞ。",Hero,Chapter3BossAppear,Hero_normal_normal
力を貸してくれ。,Hero,Chapter3BossAppear,Hero_normal_normal
行くぞ、ノエリ！,Hero,Chapter3BossAppear,Hero_normal_normal
はい！,Heroin,Chapter3BossAppear,Heroin_flexible_serious
